CustomerID,Id khách hàng,Company(Đơn vị),City(Thành phố),Province(Tỉnh),Province Code(Mã vùng),District(Quận Huyện),District Code(Mã Quận Huyện),Ward(Phường Xã),Ward Code(Mã Phường Xã),Country(Quốc gia),Country Code(Mã quốc gia),Zip,Accepts Marketing(Nhận quảng cáo),Tags,Note(Ghi chú),Giới tính,Ngày sinh,Total Spent(Tổng chi tiêu),Total Orders(Tổng đơn hàng)
KH08824,17484042,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08825,17484043,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08826,17484044,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08827,17484045,,,,,,,,,,,,no,,,male,,0,0
KH08828,17484046,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08829,17484047,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08830,17484048,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08831,17484049,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08832,17484050,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08833,17484051,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH08834,17484052,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08835,17484053,,,,,,,,,,,,no,,,male,,0,0
KH08836,17484054,,Lâm Đồng,Lâm Đồng,36.0,,,,,Vietnam,VN,,no,,,other,,0,0
KH08837,17484055,,,,,,,,,,,,no,,,female,,0,0
KH08838,17484056,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08839,17484057,,,,,,,,,Vietnam,VN,,no,,,male,,6920000,3
KH08840,17484058,,,,,,,,,,,,no,,,other,,0,0
KH08841,17484059,,Trà Vinh,Trà Vinh,59.0,,,,,Vietnam,VN,,no,,,other,,0,0
KH08842,17484060,,,,,,,,,,,,no,,,other,,0,0
KH08843,17484061,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08844,17484062,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08845,17484063,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08846,17484064,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08847,17484065,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08848,17484066,,,,,,,,,,,,no,,,female,,0,0
KH08849,17484067,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08850,17484068,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08851,17484069,,,,,,,,,,,,no,,,other,,0,0
KH08852,17484070,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08853,17484071,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08854,17484072,,,,,,,,,,,,no,,,female,,0,0
KH08855,17484073,,,,,,,,,,,,no,,,male,,0,0
KH08856,17484074,,,,,,,,,,,,no,,,female,,0,0
KH08857,17484075,,,,,,,,,,,,no,,,female,,0,0
KH08858,17484076,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08859,17484077,,,,,,,,,,,,no,,,male,,0,0
KH08860,17484078,,,,,,,,,,,,no,,,other,,0,0
KH08861,17484079,,,,,,,,,,,,no,,,male,,0,0
KH08862,17484080,,,,,,,,,,,,no,,,male,,0,0
KH08863,17484081,,,,,,,,,,,,no,,,other,,0,0
KH08864,17484082,,,,,,,,,,,,no,,,other,,0,0
KH08865,17484083,,,,,,,,,,,,no,,,male,,0,0
KH08866,17484084,,,,,,,,,,,,no,,,male,,570000,1
KH08867,17484085,,,,,,,,,,,,no,,,female,,0,0
KH08868,17484086,,,,,,,,,,,,no,,,other,,0,0
KH08869,17484087,,,,,,,,,,,,no,,,female,,0,0
KH08870,17484088,,,,,,,,,,,,no,,,female,,0,0
KH08871,17484089,,,,,,,,,,,,no,,,other,,0,0
KH08872,17484090,,,,,,,,,,,,no,,,male,,0,0
KH08873,17484091,,,,,,,,,,,,no,,,female,,0,0
KH08874,17484092,,,,,,,,,,,,no,,,male,,0,0
KH08875,17484093,,,,,,,,,,,,no,,,male,,0,0
KH08876,17484094,,,,,,,,,,,,no,,,male,,0,0
KH08877,17484095,,,,,,,,,,,,no,,,female,,0,0
KH08878,17484096,,,,,,,,,,,,no,,,male,,0,0
KH08879,17484097,,,,,,,,,,,,no,,,other,,0,0
KH08880,17484098,,,,,,,,,,,,no,,,male,,0,0
KH08881,17484099,,,,,,,,,,,,no,,,female,,0,0
KH08882,17484100,,,,,,,,,,,,no,,,other,,0,0
KH08883,17484101,,,,,,,,,,,,no,,,male,,0,0
KH08884,17484102,,,,,,,,,,,,no,,,female,,0,0
KH08885,17484103,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08886,17484104,,,,,,,,,,,,no,,,female,,0,0
KH08887,17484105,,,,,,,,,,,,no,,,male,,0,1
KH08888,17484106,,,,,,,,,,,,no,,,other,,0,0
KH08889,17484107,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08890,17484108,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08891,17484109,,,,,,,,,,,,no,,,male,,0,0
KH08892,17484110,,,,,,,,,,,,no,,,other,,0,0
KH08893,17484111,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08894,17484112,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08895,17484113,,,,,,,,,,,,no,,,female,,0,0
KH08896,17484114,,,,,,,,,,,,no,,,male,,0,0
KH08897,17484115,,An Giang,An Giang,3.0,,,,,Vietnam,VN,,no,,,female,,0,0
KH08898,17484116,,,,,,,,,,,,no,,,male,,0,0
KH08899,17484117,,,,,,,,,,,,no,,,other,,0,0
KH08900,17484118,,,,,,,,,,,,no,,,female,,0,0
KH08901,17484119,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08902,17484120,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08903,17484121,,,,,,,,,,,,no,,,female,,0,0
KH08904,17484122,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08905,17484123,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08906,17484124,,,,,,,,,,,,no,,,male,,0,0
KH08907,17484125,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08908,17484126,,,,,,,,,,,,no,,,other,,12051650,24
KH08909,17484127,,,,,,,,,,,,no,,,female,,0,0
KH08910,17484128,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08911,17484129,,,,,,,,,,,,no,,,male,,0,0
KH08912,17484130,,,,,,,,,,,,no,,,male,,3195000,2
KH08913,17484131,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08914,17484132,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08915,17484133,,,,,,,,,,,,no,,,other,,0,0
KH08916,17484134,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận Tân Phú,44.0,Phường Tây Thạnh,9315.0,Vietnam,VN,,no,sapo_social,,male,,2660000,3
KH08917,17484135,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08918,17484136,,,,,,,,,,,,no,,,female,,0,0
KH08919,17484137,,,,,,,,,,,,no,,,other,,0,0
KH08920,17484138,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08921,17484139,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08922,17484140,,,,,,,,,,,,no,,,other,,0,0
KH08923,17484141,,,,,,,,,,,,no,,,female,,0,0
KH08924,17484142,,,,,,,,,,,,no,,,other,,0,0
KH08925,17484143,,,,,,,,,,,,no,,,female,,0,0
KH08926,17484144,,,,,,,,,,,,no,,,other,,0,0
KH08927,17484145,,,,,,,,,,,,no,,,female,,0,0
KH08928,17484146,,,,,,,,,,,,no,,,male,,0,0
KH08929,17484147,,,,,,,,,,,,no,,,male,,0,0
KH08930,17484148,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08931,17484149,,,,,,,,,,,,no,,,male,,0,0
KH08932,17484150,,,,,,,,,,,,no,,,other,,0,0
KH08933,17484151,,,,,,,,,,,,no,,,male,,0,0
KH08934,17484152,,,,,,,,,,,,no,,,female,,0,0
KH08935,17484153,,Đồng Nai,Đồng Nai,21.0,,,,,Vietnam,VN,,no,,,female,,0,0
KH08936,17484154,Công ty Cổ Phần T.D,Khánh Hòa,Khánh Hòa,32.0,,,,,Vietnam,VN,,no,,Khách sạn Intercontinental Nha Trang,male,,0,0
KH08937,17484155,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08938,17484156,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08939,17484157,,,,,,,,,,,,no,,,female,,0,0
KH08940,17484158,,,,,,,,,,,,no,,,male,,0,0
KH08941,17484159,,,,,,,,,,,,no,,,female,,0,0
KH08942,17484160,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08943,17484161,,,,,,,,,,,,no,,,other,,0,0
KH08944,17484162,,,,,,,,,,,,no,,,other,,0,0
KH08945,17484163,,,,,,,,,,,,no,,,other,,0,0
KH08946,17484164,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH08947,17484165,,,,,,,,,,,,no,,,other,,0,0
KH08948,17484166,,,,,,,,,,,,no,,,other,,0,0
KH08949,17484167,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08950,17484168,,,,,,,,,,,,no,,,male,,0,0
KH08951,17484169,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận Bình Thạnh,45.0,Phường 22,9296.0,Vietnam,VN,,no,,,male,,1581000,2
KH08952,17484170,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08953,17484171,,,,,,,,,,,,no,,,other,,0,0
KH08954,17484172,,,,,,,,,,,,no,,,male,,0,0
KH08955,17484173,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08956,17484174,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08957,17484175,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08958,17484176,,,,,,,,,,,,no,,,other,,0,0
KH08959,17484177,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08960,17484178,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08961,17484179,,,,,,,,,,,,no,,,male,,0,0
KH08962,17484180,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08963,17484181,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08964,17484182,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08965,17484183,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08966,17484184,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08967,17484185,,,,,,,,,,,,no,,,other,,0,0
KH08968,17484186,,,,,,,,,,,,no,,,other,,0,0
KH08969,17484187,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08970,17484188,,,,,,,,,,,,no,,,female,,0,0
KH08971,17484189,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08972,17484190,,,,,,,,,,,,no,,,male,,0,0
KH08973,17484191,,,,,,,,,,,,no,,,other,,1395000,1
KH08974,17484192,,,,,,,,,,,,no,,,female,,0,0
KH08975,17484193,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08976,17484194,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08977,17484195,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08978,17484196,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08979,17484197,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08980,17484198,,,,,,,,,,,,no,,,female,,0,0
KH08981,17484199,,,,,,,,,,,,no,,,male,,0,0
KH08982,17484200,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08983,17484201,,Hà Nội,Hà Nội,1.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH08984,17484202,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08985,17484203,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08986,17484204,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08987,17484205,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08988,17484206,,,,,,,,,,,,no,,,male,,0,0
KH08989,17484207,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08990,17484208,,,,,,,,,,,,no,,,male,,0,0
KH08991,17484209,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH08992,17484210,,,,,,,,,,,,no,,,female,,0,0
KH08993,17484211,,,,,,,,,,,,no,,,female,,0,0
KH08994,17484212,,,,,,,,,,,,no,,,male,,0,0
KH08995,17484213,,,,,,,,,,,,no,,,female,,0,0
KH08996,17484214,,,,,,,,,,,,no,,,male,,0,0
KH08997,17484215,,,,,,,,,,,,no,,,male,,0,0
KH08998,17484216,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH08999,17484217,,,,,,,,,,,,no,,,male,,0,0
KH09000,17484218,,,,,,,,,,,,no,,,female,,0,0
KH09001,17484219,,,,,,,,,,,,no,,,female,,0,0
KH09002,17484220,,,,,,,,,,,,no,,,female,,0,0
KH09003,17484221,,,,,,,,,,,,no,,,male,,0,0
KH09004,17484222,,,,,,,,,,,,no,,,male,,342000,1
KH09005,17484223,,,,,,,,,Vietnam,VN,,no,,,male,,330000,1
KH09006,17484224,,,,,,,,,,,,no,,,other,,0,0
KH09007,17484225,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09008,17484226,,,,,,,,,Vietnam,VN,,no,,,male,,4542500,2
KH09009,17484227,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09010,17484228,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09011,17484229,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09012,17484230,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09013,17484231,,,,,,,,,Vietnam,VN,,no,,,female,,1240000,1
KH09014,17484232,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09015,17484233,,,,,,,,,,,,no,,,female,,0,0
KH09016,17484234,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09017,17484235,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09018,17484236,,,,,,,,,,,,no,,,male,,0,0
KH09019,17484237,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09020,17484238,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09021,17484239,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09022,17484240,,Long An,Long An,39.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH09023,17484241,,,,,,,,,,,,no,,,male,,0,0
KH09024,17484242,,,,,,,,,,,,no,,,other,,0,0
KH09025,17484243,,,,,,,,,,,,no,,,other,,0,0
KH09026,17484244,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09027,17484245,,,,,,,,,,,,no,,,other,,0,0
KH09028,17484246,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09029,17484247,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09030,17484248,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09031,17484249,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09032,17484250,,,,,,,,,,,,no,,,other,,0,0
KH09033,17484251,,,,,,,,,,,,no,,,other,,0,0
KH09034,17484252,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09035,17484253,,,,,,,,,,,,no,,,other,,0,0
KH09036,17484254,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09037,17484255,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09038,17484256,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09039,17484257,,,,,,,,,,,,no,,,female,,0,0
KH09040,17484258,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09041,17484259,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09042,17484260,,,,,,,,,,,,no,,,other,,0,0
KH09043,17484261,,,,,,,,,,,,no,,,male,,0,0
KH09044,17484262,,,,,,,,,,,,no,,,male,,0,0
KH09045,17484263,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09046,17484264,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09047,17484265,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09048,17484266,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09049,17484267,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09050,17484268,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09051,17484269,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09052,17484270,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09053,17484271,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09054,17484272,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09055,17484273,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09056,17484274,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09057,17484275,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09058,17484276,,,,,,,,,Vietnam,VN,,no,,,male,,425000,1
KH09059,17484277,,,,,,,,,,,,no,,,male,,0,0
KH09060,17484278,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09061,17484279,,,,,,,,,,,,no,,,female,,0,0
KH09062,17484280,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09063,17484281,,,,,,,,,,,,no,,,other,,0,0
KH09064,17484282,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09065,17484283,,,,,,,,,,,,no,,,other,,0,0
KH09066,17484284,,,,,,,,,,,,no,,,female,,0,0
KH09067,17484285,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09068,17484286,,,,,,,,,,,,no,,,other,,0,0
KH09069,17484287,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận 3,32.0,Phường Võ Thị Sáu,107463.0,Vietnam,VN,,no,sapo_social,,male,,35549500,3
KH09070,17484288,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09071,17484289,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09072,17484290,,,,,,,,,,,,no,,,male,,0,0
KH09073,17484291,,,,,,,,,,,,no,,,female,,0,0
KH09074,17484292,,,,,,,,,,,,no,,,male,,0,0
KH09075,17484293,,,,,,,,,,,,no,,,male,,0,0
KH09076,17484294,,,,,,,,,,,,no,,,male,,0,0
KH09077,17484295,,,,,,,,,,,,no,,,other,,0,0
KH09078,17484296,,,,,,,,,,,,no,,,other,,0,0
KH09079,17484297,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09080,17484298,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09081,17484299,,,,,,,,,,,,no,,,other,,0,0
KH09082,17484300,,,,,,,,,,,,no,,,other,,330000,1
KH09083,17484301,,,,,,,,,,,,no,,,male,,0,0
KH09084,17484302,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09085,17484303,,,,,,,,,,,,no,,,other,,0,0
KH09086,17484304,,,,,,,,,,,,no,,,male,,0,0
KH09087,17484305,,,,,,,,,,,,no,,,female,,0,0
KH09088,17484306,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09089,17484307,,,,,,,,,,,,no,,,female,,0,0
KH09090,17484308,,,,,,,,,,,,no,,,other,,0,0
KH09091,17484309,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09092,17484310,,,,,,,,,,,,no,,,other,,0,0
KH09093,17484311,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09094,17484312,,,,,,,,,,,,no,,,other,,0,0
KH09095,17484313,,,,,,,,,,,,no,,,other,,0,0
KH09096,17484314,,,,,,,,,,,,no,,,female,,0,0
KH09097,17484315,,,,,,,,,,,,no,,,female,,0,0
KH09098,17484316,,,,,,,,,,,,no,,,male,,0,0
KH09099,17484317,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09100,17484318,,,,,,,,,,,,no,,,other,,0,0
KH09101,17484319,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09102,17484320,,,,,,,,,,,,no,,,other,,0,0
KH09103,17484321,,,,,,,,,,,,no,,,male,,0,0
KH09104,17484322,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09105,17484323,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09106,17484324,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09107,17484325,,,,,,,,,,,,no,,,male,,0,0
KH09108,17484326,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09109,17484327,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09110,17484328,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09111,17484329,,,,,,,,,,,,no,,,female,,0,0
KH09112,17484330,,,,,,,,,,,,no,,,female,,400000,1
KH09113,17484331,,,,,,,,,,,,no,,,female,,0,0
KH09114,17484332,,,,,,,,,,,,no,,,male,,0,0
KH09115,17484333,,,,,,,,,,,,no,,,other,,0,0
KH09116,17484334,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09117,17484335,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09118,17484336,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09119,17484337,,,,,,,,,,,,no,,,other,,0,0
KH09120,17484338,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09121,17484339,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09122,17484340,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09123,17484341,,,,,,,,,,,,no,,,male,,0,0
KH09124,17484342,,,,,,,,,,,,no,,,female,,0,0
KH09125,17484343,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09126,17484344,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09127,17484345,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09128,17484346,,,,,,,,,,,,no,,,male,,0,0
KH09129,17484347,,,,,,,,,,,,no,,,other,,0,0
KH09130,17484348,,,,,,,,,,,,no,,,other,,0,0
KH09131,17484349,,,,,,,,,,,,no,,,male,,0,0
KH09132,17484350,,,,,,,,,,,,no,,,male,,0,0
KH09133,17484351,,,,,,,,,,,,no,,,male,,0,0
KH09134,17484352,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09135,17484353,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09136,17484354,,,,,,,,,Vietnam,VN,,no,,,male,,5000000,2
KH09137,17484355,,,,,,,,,,,,no,,,male,,0,0
KH09138,17484356,,,,,,,,,,,,no,,,other,,0,0
KH09139,17484357,,,,,,,,,,,,no,,,female,,0,0
KH09140,17484358,,,,,,,,,,,,no,,,male,,0,0
KH09141,17484359,,,,,,,,,,,,no,,,female,,0,0
KH09142,17484360,,,,,,,,,,,,no,,,other,,1054800,2
KH09143,17484361,,,,,,,,,,,,no,,,male,,0,0
KH09144,17484362,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09145,17484363,,,,,,,,,,,,no,,,female,,0,0
KH09146,17484364,,,,,,,,,,,,no,,,male,,0,0
KH09147,17484365,,,,,,,,,,,,no,,,male,,0,0
KH09148,17484366,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09149,17484367,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09150,17484368,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09151,17484369,,,,,,,,,,,,no,,,male,,0,0
KH09152,17484370,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09153,17484371,,,,,,,,,,,,no,,,other,,0,0
KH09154,17484372,,,,,,,,,,,,no,,,male,,0,0
KH09155,17484373,,,,,,,,,,,,no,,,other,,0,0
KH09156,17484374,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09157,17484375,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09158,17484376,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09159,17484377,,,,,,,,,,,,no,,,other,,0,0
KH09160,17484378,,,,,,,,,,,,no,,,male,,0,0
KH09161,17484379,,,,,,,,,,,,no,,,other,,0,0
KH09162,17484380,,,,,,,,,,,,no,,,other,,0,0
KH09163,17484381,,,,,,,,,,,,no,,,other,,0,0
KH09164,17484382,,,,,,,,,,,,no,,,male,,0,0
KH09165,17484383,,,,,,,,,,,,no,,,male,,0,0
KH09166,17484384,,,,,,,,,,,,no,,,male,,0,0
KH09167,17484385,,,,,,,,,,,,no,,,male,,0,0
KH09168,17484386,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09169,17484387,,,,,,,,,,,,no,,,female,,0,0
KH09170,17484388,,,,,,,,,,,,no,,,female,,0,0
KH09171,17484389,,,,,,,,,,,,no,,,female,,0,0
KH09172,17484390,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09173,17484391,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận 3,32.0,Phường 6,9357.0,Vietnam,VN,,no,sapo_social,,male,,30880500,13
KH09174,17484392,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09175,17484393,,,,,,,,,,,,no,,,male,,0,0
KH09176,17484394,,,,,,,,,,,,no,,,male,,0,0
KH09177,17484395,,,,,,,,,,,,no,,,female,,0,0
KH09178,17484396,,,,,,,,,,,,no,,,male,,0,0
KH09179,17484397,,,,,,,,,,,,no,,,male,,0,0
KH09180,17484398,,,,,,,,,,,,no,,,female,,0,0
KH09181,17484399,,,,,,,,,,,,no,,,male,,0,0
KH09182,17484400,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09183,17484401,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09184,17484402,,,,,,,,,,,,no,,,other,,2198000,1
KH09185,17484403,,,,,,,,,,,,no,,,male,,0,0
KH09186,17484404,,,,,,,,,,,,no,,,male,,0,0
KH09187,17484405,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09188,17484406,,,,,,,,,,,,no,,,other,,0,0
KH09189,17484407,,,,,,,,,,,,no,,,female,,0,0
KH09190,17484408,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09191,17484409,,,,,,,,,,,,no,,,other,,0,0
KH09192,17484410,,,,,,,,,Vietnam,VN,,no,,,male,,2000000,1
KH09193,17484411,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH09194,17484412,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09195,17484413,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09196,17484414,,,,,,,,,,,,no,,,male,,0,0
KH09197,17484415,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09198,17484416,,,,,,,,,,,,no,,,male,,0,0
KH09199,17484417,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09200,17484418,,,,,,,,,,,,no,,,female,,0,0
KH09201,17484419,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH09202,17484420,,,,,,,,,,,,no,,,male,,0,0
KH09203,17484421,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09204,17484422,,Tiền Giang,Tiền Giang,58.0,Thành phố Mỹ Tho,638.0,Phường 1,9735.0,Vietnam,VN,,no,sapo_social,,male,,4369000,2
KH09205,17484423,,,,,,,,,Vietnam,VN,,no,,,male,,750000,1
KH09206,17484424,,,,,,,,,,,,no,,,other,,0,0
KH09207,17484425,,,,,,,,,,,,no,,,other,,0,0
KH09208,17484426,,,,,,,,,,,,no,,,female,,0,0
KH09209,17484427,,,,,,,,,,,,no,,,male,,0,0
KH09210,17484428,,,,,,,,,,,,no,,,female,,0,0
KH09211,17484429,,,,,,,,,,,,no,,,other,,0,0
KH09212,17484430,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH09213,17484431,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
