STT,Mã đơn hàng,Nguồn,Nhân viên tạo đơn,Mã SKU,Số lượng sản phẩm,Giá sản phẩm,Tổng số lượng sản phẩm,Tổng tiền,Ngày tạo đơn
1973.0,HD3212,POS,Sale Kim Yến,CTG000573,1,800000,1,800000,09-11-2025 16:20
1984.0,HD3201,POS,Sale Kim Yến,CTG000517,2,831000,5,3953400,09-11-2025 09:26
,HD3201,POS,Sale Kim Yến,CTG000516,3,644000,5,3953400,09-11-2025 09:26
1991.0,HD3194,POS,Sale Kim Yến,CTG000376,1,514000,1,514000,08-11-2025 17:20
1993.0,HD3192,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,08-11-2025 14:46
,HD3187,Website,,CTG000860,2,1600000,3,6835000,08-11-2025 11:48
,HD3184,POS,Sale Kim Yến,CTG000723,1,460000,2,1030000,08-11-2025 09:48
2011.0,HD3174,Zalo,CTG,CTG000362,6,280000,6,1848000,07-11-2025 10:46
2013.0,HD3172,POS,CTG,CTG000698,1,380000,1,330000,07-11-2025 09:58
2030.0,HD3155,POS,Sale Kim Yến,CTG000470,6,900000,6,4860000,04-11-2025 16:41
2033.0,HD3152,POS,CTG,CTG000565,1,1150000,1,1150000,04-11-2025 09:13
2036.0,HD3149,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,03-11-2025 17:47
2044.0,HD3141,POS,Sale Kim Yến,CTG000370,1,460000,1,460000,02-11-2025 11:19
2045.0,HD3140,POS,Sale Kim Yến,CTG000568,2,700000,2,1375000,02-11-2025 11:12
2051.0,HD3134,Zalo,Sale Kim Yến,CTG000649,1,891000,1,941000,01-11-2025 14:40
2054.0,HD3131,POS,Sale Kim Yến,CTG000743,1,390000,6,640000,01-11-2025 12:26
2058.0,HD3127,Website,,CTG000633,1,740000,1,777000,01-11-2025 09:55
2059.0,HD3125,POS,Sale Kim Yến,CTG000651,1,850000,2,1280000,31-10-2025 19:39
2063.0,HD3121,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,31-10-2025 15:18
2069.0,HD3115,POS,Sale Kim Yến,CTG000817,1,980000,2,1871000,30-10-2025 18:27
,HD3115,POS,Sale Kim Yến,CTG000649,1,891000,2,1871000,30-10-2025 18:27
,HD3107,POS,CTG,CTG000724,1,460000,2,1060000,30-10-2025 09:29
2085.0,HD3099,Zalo,CTG,CTG000700,1,940000,1,940000,29-10-2025 10:59
2092.0,HD3092,Website,,CTG000378,1,357000,1,357000,28-10-2025 12:30
2108.0,HD3076,POS,CTG,CTG000378,1,357000,1,357000,25-10-2025 18:37
2113.0,HD3071,POS,CTG,CTG000758,1,715000,1,715000,25-10-2025 13:48
2114.0,HD3070,Zalo,CTG,CTG000603,2,711000,2,1422000,25-10-2025 13:27
2115.0,HD3069,POS,CTG,CTG000483,1,570000,2,1120000,25-10-2025 11:12
,HD3069,POS,CTG,CTG000757,1,550000,2,1120000,25-10-2025 11:12
2117.0,HD3067,POS,CTG,CTG000698,1,380000,1,380000,25-10-2025 10:09
2131.0,HD3052,Zalo,CTG,CTG000436,1,1550000,1,1575000,23-10-2025 18:46
2132.0,HD3051,Zalo,CTG,CTG000754,4,430000,4,1892000,23-10-2025 13:29
2140.0,HD3042,Zalo,CTG,CTG000651,18,850000,48,23942700,22-10-2025 10:15
,HD3042,Zalo,CTG,CTG000471,6,1107000,48,23942700,22-10-2025 10:15
,HD3042,Zalo,CTG,PK0002,12,290000,48,23942700,22-10-2025 10:15
,HD3042,Zalo,CTG,PK0001,12,200000,48,23942700,22-10-2025 10:15
2141.0,HD3041,POS,Sale Kim Yến,CTG000635,2,644000,2,1288000,21-10-2025 18:28
2148.0,HD3034,Zalo,CTG,CTG000704,1,450000,1,450000,21-10-2025 12:19
2149.0,HD3033,Zalo,CTG,CTG000441,1,2900000,1,2900000,21-10-2025 11:36
2154.0,HD3028,Zalo,Sale Kim Yến,CTG000628,1,650000,1,650000,20-10-2025 21:02
2156.0,HD3025,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,20-10-2025 18:09
,HD3025,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,20-10-2025 18:09
2162.0,HD3019,Zalo,Sale Kim Yến,CTG000442,1,2600000,1,2889700,20-10-2025 13:49
2163.0,HD3018,POS,CTG,CTG000376,2,514000,2,1028000,20-10-2025 12:45
2166.0,HD3015,Zalo,Sale Kim Yến,CTG000704,1,450000,1,495000,19-10-2025 21:33
2167.0,HD3014,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,19-10-2025 21:31
2171.0,HD3010,Facebook,Sale Kim Yến,CTG000700,1,940000,1,940000,19-10-2025 16:10
2175.0,HD3006,POS,Sale Kim Yến,CTG000471,1,1107000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000402,1,1380000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000388,1,1500000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000447,1,1480000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000640,1,1291000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000722,2,440000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000724,1,460000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000370,1,460000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000368,2,460000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000817,1,980000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000555,1,750000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000624,1,795000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000764,1,913000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000623,1,890000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000651,1,850000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000514,1,2753000,19,16838100,18-10-2025 19:59
,HD3006,POS,Sale Kim Yến,CTG000387,1,1300000,19,16838100,18-10-2025 19:59
2183.0,HD2998,POS,Sale Kim Yến,CTG000349,1,350000,1,350000,18-10-2025 17:09
2190.0,HD2991,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,18-10-2025 09:26
,HD2991,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,18-10-2025 09:26
2194.0,HD2987,POS,CTG,CTG000378,1,357000,1,357000,17-10-2025 19:48
,HD2986,POS,Sale Kim Yến,CTG000763,1,913000,2,2413000,17-10-2025 17:55
2196.0,HD2985,POS,Sale Kim Yến,CTG000757,1,550000,1,550000,17-10-2025 17:40
2198.0,HD2983,Website,,CTG000700,1,940000,1,1025000,17-10-2025 17:17
2204.0,HD2977,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,17-10-2025 11:48
2205.0,HD2976,POS,Sale Kim Yến,CTG000376,2,514000,2,1028000,17-10-2025 11:40
2207.0,HD2974,POS,Sale Kim Yến,CTG000758,1,715000,2,1655000,16-10-2025 18:54
,HD2974,POS,Sale Kim Yến,CTG000700,1,940000,2,1655000,16-10-2025 18:54
2210.0,HD2971,POS,Sale Kim Yến,CTG000376,1,514000,1,514000,16-10-2025 18:36
,HD2961,POS,CTG,CTG000378,1,357000,2,407000,15-10-2025 18:53
2225.0,HD2956,POS,CTG,CTG000704,1,450000,1,450000,15-10-2025 11:14
,HD2948,Admin,CTG,CTG000362,3,175000,10,721000,13-10-2025 13:17
2240.0,HD2940,POS,Sale Kim Yến,CTG000757,1,550000,2,1194000,11-10-2025 19:10
,HD2940,POS,Sale Kim Yến,CTG000635,1,644000,2,1194000,11-10-2025 19:10
2250.0,HD2930,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,11-10-2025 09:43
2251.0,HD2929,POS,Sale Kim Yến,CTG000433,1,490000,3,600000,10-10-2025 21:40
2256.0,HD2924,POS,CTG,CTG000700,1,940000,1,940000,10-10-2025 19:23
2261.0,HD2919,POS,,CTG000378,1,357000,2,707000,10-10-2025 16:38
,HD2919,POS,,CTG000349,1,350000,2,707000,10-10-2025 16:38
2274.0,HD2905,POS,,CTG000509,1,6280000,1,6908000,08-10-2025 16:09
2275.0,HD2904,POS,,CTG000509,0,6280000,0,0,08-10-2025 16:02
2280.0,HD2899,Zalo,,CTG000756,1,550000,1,550000,08-10-2025 13:39
2283.0,HD2896,POS,,CTG000863,1,1050000,1,1000000,08-10-2025 11:29
2287.0,HD2892,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,07-10-2025 20:39
2289.0,HD2890,POS,Sale Kim Yến,CTG000753,1,430000,1,430000,07-10-2025 15:34
2290.0,HD2889,Website,,CTG000698,1,380000,1,395000,07-10-2025 15:33
,HD2887,Website,,CTG000717,1,650000,2,1560000,07-10-2025 11:33
2293.0,HD2886,Website,,CTG000755,1,430000,1,435000,07-10-2025 10:24
2294.0,HD2885,POS,,CTG000760,1,715000,2,1430000,07-10-2025 09:36
,HD2885,POS,,CTG000758,1,715000,2,1430000,07-10-2025 09:36
2299.0,HD2880,POS,,CTG000410,1,5100000,1,5441700,06-10-2025 18:01
2302.0,HD2877,Zalo,Sale Kim Yến,CTG000556,1,540000,1,563000,06-10-2025 16:14
2303.0,HD2876,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,06-10-2025 16:11
2308.0,HD2871,POS,Sale Kim Yến,CTG000506,1,760000,1,760000,04-10-2025 21:10
2315.0,HD2863,Zalo,Sale Kim Yến,CTG000704,1,450000,1,470000,03-10-2025 14:34
2330.0,HD2848,Zalo,Sale Kim Yến,CTG000817,1,980000,1,1005000,01-10-2025 11:24
2341.0,HD2837,Zalo,,CTG000470,6,900000,6,5022000,29-09-2025 14:30
2348.0,HD2830,Facebook,Sale Kim Yến,CTG000378,1,357000,2,742000,28-09-2025 12:47
,HD2830,Facebook,Sale Kim Yến,CTG000349,1,350000,2,742000,28-09-2025 12:47
,HD2826,POS,Sale Kim Yến,CTG000704,1,450000,3,1204000,28-09-2025 11:08
,HD2826,POS,Sale Kim Yến,CTG000376,1,514000,3,1204000,28-09-2025 11:08
2355.0,HD2823,Zalo,,CTG000743,1,390000,1,405000,27-09-2025 18:10
2357.0,HD2821,POS,,CTG000382,1,735000,1,710000,27-09-2025 16:21
,HD2820,POS,,CTG000649,1,891000,2,991800,27-09-2025 12:46
2367.0,HD2811,POS,,CTG000863,6,3254000,6,18938280,26-09-2025 17:20
2380.0,HD2797,POS,,CTG000376,1,514000,2,964000,24-09-2025 17:58
,HD2797,POS,,CTG000704,1,450000,2,964000,24-09-2025 17:58
2399.0,HD2777,Zalo,Sale Kim Yến,CTG000723,1,460000,1,470000,22-09-2025 15:39
2400.0,HD2776,POS,,CTG000578,1,950000,1,950000,22-09-2025 12:55
2402.0,HD2773,Facebook,Sale Kim Yến,CTG000757,2,550000,2,1130000,22-09-2025 11:14
2406.0,HD2769,POS,,CTG000753,1,430000,1,408750,21-09-2025 18:38
2411.0,HD2764,POS,,CTG000527,1,2200000,1,2200000,21-09-2025 12:25
2415.0,HD2760,Admin,Sale Kim Yến,CTG000378,1,357000,1,357000,20-09-2025 21:17
2422.0,HD2753,POS,Sale Kim Yến,CTG000629,1,690000,3,1865000,20-09-2025 19:42
,HD2753,POS,Sale Kim Yến,CTG000724,1,460000,3,1865000,20-09-2025 19:42
,HD2753,POS,Sale Kim Yến,CTG000759,1,715000,3,1865000,20-09-2025 19:42
2428.0,HD2746,POS,,CTG000583,1,516000,2,990000,20-09-2025 11:48
,HD2746,POS,,CTG000582,1,474000,2,990000,20-09-2025 11:48
2429.0,HD2745,Facebook,,CTG000743,1,390000,2,790000,20-09-2025 10:25
,HD2745,Facebook,,CTG000698,1,380000,2,790000,20-09-2025 10:25
2440.0,HD2734,POS,Sale Kim Yến,CTG000376,1,514000,1,484000,19-09-2025 13:14
2441.0,HD2733,Zalo,,CTG000376,0,514000,0,0,19-09-2025 12:04
2442.0,HD2732,POS,,CTG000583,1,516000,2,1276000,18-09-2025 19:45
,HD2732,POS,,CTG000506,1,760000,2,1276000,18-09-2025 19:45
2447.0,HD2727,POS,,CTG000723,2,460000,2,920000,18-09-2025 13:58
2452.0,HD2721,POS,Sale Kim Yến,CTG000359,2,380000,2,760000,17-09-2025 19:31
,HD2716,POS,Sale Kim Yến,CTG000755,1,430000,5,662000,17-09-2025 10:13
,HD2711,POS,Sale Kim Yến,CTG000534,1,1220000,2,4520000,16-09-2025 18:39
2474.0,HD2699,Zalo,,CTG000704,1,450000,1,467000,15-09-2025 16:15
2475.0,HD2698,Zalo,Sale Kim Yến,CTG000754,1,430000,1,430000,15-09-2025 15:27
2481.0,HD2692,POS,Sale Kim Yến,CTG000402,1,1380000,1,1380000,14-09-2025 19:51
,HD2690,POS,Sale Kim Yến,CTG000369,1,220000,3,921500,14-09-2025 18:33
2484.0,HD2688,POS,Sale Kim Yến,CTG000349,1,350000,2,682000,14-09-2025 15:27
,HD2688,POS,Sale Kim Yến,CTG000378,1,357000,2,682000,14-09-2025 15:27
2488.0,HD2684,Zalo,Sale Kim Yến,CTG000760,1,715000,1,735000,14-09-2025 09:51
2492.0,HD2680,POS,,CTG000470,2,900000,6,6919000,13-09-2025 19:24
,HD2680,POS,,CTG000700,1,940000,6,6919000,13-09-2025 19:24
,HD2680,POS,,CTG000534,1,1220000,6,6919000,13-09-2025 19:24
,HD2680,POS,,CTG000402,1,1380000,6,6919000,13-09-2025 19:24
,HD2680,POS,,CTG000521,1,950000,6,6919000,13-09-2025 19:24
2500.0,HD2671,Zalo,,CTG000760,1,715000,2,1430000,12-09-2025 19:20
,HD2671,Zalo,,CTG000759,1,715000,2,1430000,12-09-2025 19:20
2507.0,HD2664,Zalo,Sale Kim Yến,CTG000760,1,715000,1,740000,12-09-2025 11:28
2512.0,HD2659,Website,,CTG000376,1,514000,1,514000,11-09-2025 14:19
2513.0,HD2657,POS,,CTG000508,1,410000,1,410000,11-09-2025 11:28
2516.0,HD2654,POS,,CTG000767,6,3245000,6,18496500,10-09-2025 17:48
,HD2651,POS,,CTG000767,2,3245000,7,23788000,10-09-2025 15:38
2526.0,HD2644,Zalo,Sale Kim Yến,CTG000698,1,380000,1,405000,09-09-2025 16:59
,HD2638,POS,Sale Kim Yến,CTG000698,1,380000,3,1510000,08-09-2025 20:29
2536.0,HD2634,Zalo,Sale Kim Yến,CTG000722,4,440000,5,1936000,08-09-2025 15:26
2544.0,HD2626,POS,,CTG000349,1,350000,1,350000,07-09-2025 10:46
2546.0,HD2624,POS,,CTG000378,1,357000,1,392700,07-09-2025 10:33
2550.0,HD2620,Zalo,,CTG000651,6,850000,6,4947000,06-09-2025 17:28
2551.0,HD2619,POS,,CTG000635,1,644000,2,1594000,06-09-2025 14:40
,HD2619,POS,,CTG000578,1,950000,2,1594000,06-09-2025 14:40
2554.0,HD2616,POS,,CTG000700,1,940000,2,1655000,06-09-2025 10:58
,HD2616,POS,,CTG000758,1,715000,2,1655000,06-09-2025 10:58
2558.0,HD2612,POS,,CTG000378,1,357000,2,707000,05-09-2025 17:42
,HD2612,POS,,CTG000349,1,350000,2,707000,05-09-2025 17:42
2565.0,HD2604,Zalo,,CTG000600,1,650000,1,715000,04-09-2025 16:26
2567.0,HD2602,Website,,CTG000817,1,980000,1,995000,04-09-2025 12:58
2571.0,HD2598,POS,Sale Kim Yến,CTG000743,1,390000,1,390000,03-09-2025 18:01
2575.0,HD2594,POS,Sale Kim Yến,CTG000753,1,430000,1,430000,03-09-2025 13:21
2584.0,HD2583,POS,Sale Kim Yến,CTG000376,1,514000,2,939000,02-09-2025 13:26
,HD2583,POS,Sale Kim Yến,CTG000704,1,450000,2,939000,02-09-2025 13:26
2594.0,HD2573,POS,Sale Kim Yến,CTG000426,1,710000,1,710000,31-08-2025 13:49
2603.0,HD2564,POS,CTG,CTG000698,1,380000,7,630000,30-08-2025 11:24
2606.0,HD2561,Facebook,Sale Kim Yến,CTG000754,1,430000,1,440000,29-08-2025 19:34
2607.0,HD2560,POS,,CTG000754,2,430000,2,860000,29-08-2025 17:39
2613.0,HD2554,POS,,CTG000817,1,980000,3,2860000,29-08-2025 13:48
,HD2554,POS,,CTG000700,2,940000,3,2860000,29-08-2025 13:48
2624.0,HD2543,POS,Sale Kim Yến,CTG000754,1,430000,1,430000,28-08-2025 17:22
2625.0,HD2542,POS,Sale Kim Yến,CTG000719,11,70000,11,770000,28-08-2025 16:51
,HD2540,POS,Sale Kim Yến,CTG000016,1,150000,3,700000,28-08-2025 11:19
,HD2540,POS,Sale Kim Yến,CTG000755,1,430000,3,700000,28-08-2025 11:19
2632.0,HD2535,POS,,CTG000646,1,425000,1,425000,27-08-2025 18:30
2634.0,HD2533,Admin,,CTG000016,10,150000,11,6400000,27-08-2025 13:27
2639.0,HD2528,POS,Sale Kim Yến,CTG000753,1,430000,1,430000,26-08-2025 19:56
2648.0,HD2519,POS,,CTG000698,1,380000,1,380000,25-08-2025 16:19
2653.0,HD2514,POS,,CTG000757,1,550000,1,550000,24-08-2025 20:30
2658.0,HD2509,POS,,CTG000753,1,430000,3,1893000,24-08-2025 11:44
,HD2509,POS,,CTG000757,1,550000,3,1893000,24-08-2025 11:44
,HD2509,POS,,CTG000764,1,913000,3,1893000,24-08-2025 11:44
2659.0,HD2508,POS,,CTG000704,1,450000,2,964000,24-08-2025 10:35
,HD2508,POS,,CTG000376,1,514000,2,964000,24-08-2025 10:35
2667.0,HD2500,POS,Sale Kim Yến,CTG000745,2,750000,3,1880000,23-08-2025 16:30
,HD2500,POS,Sale Kim Yến,CTG000698,1,380000,3,1880000,23-08-2025 16:30
2669.0,HD2498,POS,Sale Kim Yến,CTG000759,1,715000,2,1935000,23-08-2025 15:24
,HD2498,POS,Sale Kim Yến,CTG000534,1,1220000,2,1935000,23-08-2025 15:24
2680.0,HD2487,POS,,CTG000349,1,350000,1,350000,22-08-2025 15:32
,HD2486,POS,,CTG000379,1,1600000,2,1720000,22-08-2025 14:38
2698.0,HD2469,POS,,CTG000745,1,750000,1,750000,19-08-2025 17:31
2703.0,HD2464,POS,,CTG000760,1,715000,1,715000,18-08-2025 14:32
2714.0,HD2453,POS,,CTG000578,1,950000,2,900000,16-08-2025 18:07
,HD2453,POS,,CTG000470,1,900000,2,900000,16-08-2025 18:07
2717.0,HD2450,Zalo,,CTG000760,1,715000,1,760000,16-08-2025 14:32
2719.0,HD2448,POS,,CTG000698,1,380000,1,380000,16-08-2025 11:40
2724.0,HD2443,Zalo,,CTG000733,12,350000,12,3906000,15-08-2025 19:24
2734.0,HD2433,POS,CTG,CTG000745,1,750000,3,2680000,14-08-2025 16:01
,HD2433,POS,CTG,CTG000556,1,540000,3,2680000,14-08-2025 16:01
,HD2433,POS,CTG,CTG000438,1,1390000,3,2680000,14-08-2025 16:01
2735.0,HD2432,POS,Sale Kim Yến,CTG000745,0,750000,0,0,14-08-2025 15:59
,HD2432,POS,Sale Kim Yến,CTG000556,0,540000,0,0,14-08-2025 15:59
,HD2432,POS,Sale Kim Yến,CTG000438,0,1390000,0,0,14-08-2025 15:59
2741.0,HD2426,POS,CTG,CTG000758,1,715000,1,715000,14-08-2025 09:20
2756.0,HD2411,POS,Sale Kim Yến,CTG000704,1,450000,1,450000,12-08-2025 13:02
2757.0,HD2410,POS,Sale Kim Yến,CTG000704,1,450000,1,450000,12-08-2025 11:11
2758.0,HD2409,Zalo,Sale Kim Yến,CTG000554,2,1850000,3,4000000,12-08-2025 10:48
2773.0,HD2394,POS,,CTG000698,1,380000,1,380000,10-08-2025 17:50
2785.0,HD2382,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,09-08-2025 12:45
2786.0,HD2381,POS,Sale Kim Yến,CTG000470,0,900000,0,0,09-08-2025 12:44
2787.0,HD2380,POS,,CTG000516,1,644000,1,644000,09-08-2025 11:18
2790.0,HD2377,POS,,CTG000628,1,650000,1,650000,08-08-2025 19:03
2797.0,HD2370,Zalo,,CTG000758,1,715000,1,793100,08-08-2025 13:04
2798.0,HD2369,Zalo,,CTG000704,1,450000,1,476000,08-08-2025 09:44
2801.0,HD2366,Zalo,CTG,CTG000649,4,891000,4,3920400,07-08-2025 13:28
2804.0,HD2363,Zalo,Sale Kim Yến,CTG000649,0,891000,0,0,07-08-2025 11:30
2805.0,HD2362,Zalo,Sale Kim Yến,CTG000378,1,357000,1,377000,06-08-2025 19:05
,HD2349,Zalo,Sale Kim Yến,CTG000606,2,314000,3,1073000,05-08-2025 13:09
2820.0,HD2347,Zalo,,CTG000349,2,350000,2,700000,05-08-2025 10:46
2821.0,HD2346,POS,,CTG000470,6,900000,6,5022000,05-08-2025 09:44
2822.0,HD2345,POS,,CTG000698,2,380000,2,740000,05-08-2025 09:41
2833.0,HD2334,Zalo,,CTG000482,1,570000,3,1460000,02-08-2025 18:11
,HD2334,Zalo,,CTG000754,2,430000,3,1460000,02-08-2025 18:11
2840.0,HD2327,POS,,CTG000470,1,900000,1,900000,01-08-2025 20:49
2846.0,HD2321,POS,,CTG000649,1,891000,2,2491000,01-08-2025 20:19
,HD2321,POS,,CTG000379,1,1600000,2,2491000,01-08-2025 20:19
2850.0,HD2317,POS,,CTG000646,1,425000,1,425000,01-08-2025 19:32
2855.0,HD2312,Zalo,,CTG000722,1,460000,1,482500,01-08-2025 13:33
2860.0,HD2307,POS,,CTG000723,1,460000,1,460000,31-07-2025 19:21
2861.0,HD2306,POS,,CTG000722,1,460000,1,460000,31-07-2025 19:20
2863.0,HD2304,POS,Sale Kim Yến,CTG000470,2,900000,2,1800000,31-07-2025 18:30
2864.0,HD2303,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,31-07-2025 17:50
2866.0,HD2301,POS,,CTG000506,1,760000,3,1947000,31-07-2025 13:53
,HD2301,POS,,CTG000556,1,540000,3,1947000,31-07-2025 13:53
,HD2301,POS,,CTG000555,1,750000,3,1947000,31-07-2025 13:53
2867.0,HD2300,POS,Sale Kim Yến,CTG000470,1,900000,1,940500,31-07-2025 11:01
2870.0,HD2297,Zalo,Sale Kim Yến,CTG000470,1,900000,1,924000,31-07-2025 10:06
2877.0,HD2290,POS,,CTG000704,1,450000,2,964000,30-07-2025 15:55
,HD2290,POS,,CTG000376,1,514000,2,964000,30-07-2025 15:55
2880.0,HD2287,Zalo,,CTG000578,12,950000,12,12540000,30-07-2025 11:48
2885.0,HD2282,Zalo,,CTG000578,0,950000,0,0,29-07-2025 17:19
2887.0,HD2280,POS,,CTG000698,1,380000,1,300000,29-07-2025 11:06
2888.0,HD2279,POS,,CTG000704,1,450000,2,964000,29-07-2025 09:13
,HD2279,POS,,CTG000376,1,514000,2,964000,29-07-2025 09:13
2890.0,HD2277,POS,,CTG000471,1,1107000,1,995000,28-07-2025 13:47
2900.0,HD2267,POS,,CTG000470,1,900000,1,900000,27-07-2025 16:48
2904.0,HD2263,Zalo,,CTG000722,1,460000,5,2225000,27-07-2025 10:41
,HD2263,Zalo,,CTG000370,2,460000,5,2225000,27-07-2025 10:41
,HD2263,Zalo,,CTG000724,1,460000,5,2225000,27-07-2025 10:41
,HD2263,Zalo,,CTG000723,1,460000,5,2225000,27-07-2025 10:41
2917.0,HD2250,Facebook,,CTG000662,1,500000,4,2120000,25-07-2025 18:48
,HD2250,Facebook,,CTG000475,3,540000,4,2120000,25-07-2025 18:48
2920.0,HD2247,Zalo,,CTG000362,5,300000,5,1597500,25-07-2025 12:58
2921.0,HD2246,Zalo,,CTG000548,3,1440000,4,4686000,25-07-2025 12:53
2924.0,HD2243,Zalo,Sale Kim Yến,CTG000576,1,1100000,2,2000000,25-07-2025 10:00
,HD2243,Zalo,Sale Kim Yến,CTG000575,1,1100000,2,2000000,25-07-2025 10:00
2925.0,HD2242,Zalo,Sale Kim Yến,CTG000575,0,1100000,0,0,25-07-2025 09:03
,HD2242,Zalo,Sale Kim Yến,CTG000576,0,1100000,0,0,25-07-2025 09:03
2927.0,HD2240,POS,Sale Kim Yến,CTG000660,1,950000,2,1709000,24-07-2025 17:47
,HD2240,POS,Sale Kim Yến,CTG000455,1,759000,2,1709000,24-07-2025 17:47
2929.0,HD2238,POS,Sale Kim Yến,CTG000757,1,550000,1,550000,23-07-2025 19:31
2931.0,HD2236,POS,Sale Kim Yến,CTG000636,1,530000,1,530000,23-07-2025 19:17
2936.0,HD2231,Zalo,Sale Kim Yến,CTG000743,1,390000,1,407000,22-07-2025 20:33
2937.0,HD2230,Zalo,Sale Kim Yến,CTG000743,0,390000,0,0,22-07-2025 20:30
2938.0,HD2229,POS,Sale Kim Yến,CTG000700,1,940000,1,1034000,22-07-2025 18:44
2945.0,HD2222,POS,,CTG000758,1,715000,1,715000,21-07-2025 20:31
2946.0,HD2221,Zalo,Sale Kim Yến,CTG000662,1,500000,1,500000,21-07-2025 16:50
2947.0,HD2220,Zalo,Sale Kim Yến,CTG000620,3,600000,24,11421000,21-07-2025 14:14
,HD2220,Zalo,Sale Kim Yến,CTG000662,12,500000,24,11421000,21-07-2025 14:14
,HD2220,Zalo,Sale Kim Yến,CTG000638,6,490000,24,11421000,21-07-2025 14:14
,HD2220,Zalo,Sale Kim Yến,CTG000628,3,650000,24,11421000,21-07-2025 14:14
2950.0,HD2217,POS,,CTG000743,1,390000,1,390000,20-07-2025 18:06
2955.0,HD2212,POS,Sale Kim Yến,CTG000376,1,514000,1,514000,19-07-2025 17:37
2957.0,HD2210,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,19-07-2025 14:49
2960.0,HD2207,POS,Sale Kim Yến,CTG000613,1,70000,9,745000,19-07-2025 11:23
2963.0,HD2204,POS,,CTG000378,1,357000,2,700000,18-07-2025 16:41
,HD2204,POS,,CTG000349,1,350000,2,700000,18-07-2025 16:41
2970.0,HD2197,POS,,CTG000662,1,500000,1,500000,17-07-2025 20:38
2971.0,HD2196,POS,,CTG000724,1,460000,2,1012000,17-07-2025 14:08
,HD2196,POS,,CTG000722,1,460000,2,1012000,17-07-2025 14:08
2973.0,HD2194,POS,,CTG000349,2,350000,2,700000,17-07-2025 09:18
2975.0,HD2192,Zalo,,CTG000704,1,450000,1,476000,16-07-2025 09:15
2976.0,HD2191,POS,,CTG000349,1,350000,2,864000,16-07-2025 09:11
,HD2191,POS,,CTG000376,1,514000,2,864000,16-07-2025 09:11
2979.0,HD2188,POS,,CTG000470,1,900000,1,900000,15-07-2025 18:44
2981.0,HD2186,POS,CTG,CTG000753,1,430000,1,430000,15-07-2025 14:44
2982.0,HD2185,POS,,CTG000501,1,690000,1,690000,14-07-2025 16:44
2987.0,HD2180,POS,,CTG000698,1,350000,1,350000,14-07-2025 10:31
2988.0,HD2179,POS,,CTG000550,1,2000000,1,2000000,13-07-2025 18:31
2990.0,HD2177,POS,Sale Kim Yến,CTG000616,2,605000,4,2290000,13-07-2025 15:06
,HD2177,POS,Sale Kim Yến,CTG000475,2,540000,4,2290000,13-07-2025 15:06
2994.0,HD2173,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,13-07-2025 11:09
,HD2168,POS,Sale Kim Yến,CTG000534,1,1220000,2,1750000,11-07-2025 19:40
3000.0,HD2167,POS,Sale Kim Yến,CTG000013,1,285000,1,285000,11-07-2025 19:30
3006.0,HD2161,POS,CTG,CTG000613,1,70000,2,600000,10-07-2025 19:32
3007.0,HD2160,POS,CTG,CTG000369,1,220000,4,321500,10-07-2025 19:28
,HD2160,POS,CTG,CTG000613,1,70000,4,321500,10-07-2025 19:28
,HD2160,POS,CTG,CTG000719,1,70000,4,321500,10-07-2025 19:28
3015.0,HD2152,POS,CTG,CTG000722,1,460000,1,422500,10-07-2025 13:35
